,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,Date,,scopus,wos,kci,sum
2629,Actinomycotic osteomyelitis of a long bone in an immunocompetent adult: A case report and literature review,0,Kim M.K.,BioMed Central Ltd.,"Ryu Dongjin, Jeon Yoon-sang, Kwon Heayoon, Choi Suk-jin, Roh Tae-hoon, Kim Myung-ku",185,Article,BMC Musculoskeletal DisordersOpen Access,01-May-19,,1,1,0,1
2630,Treatment of acute shoulder infection: can osseous lesion be a rudder in guideline for determining the method of débridement?,0,Rhee Y.G.,Mosby Inc.,"Lee Dong-ki, Rhee Sung-min, Jeong Ho-yeon, Ro Kyunghan, Jeon Yoon-sang, Rhee Y. G.",2317-2325,Article,Journal of Shoulder and Elbow Surgery,Dec-19,,1,0,0,1
2631,Electrodiagnostic data-driven clustering identifies a prognostically different subgroup of patients with chronic inflammatory demyelinating polyneuropathy,0,Sung J.-J.,BMJ Publishing Group,"Baek Seol-hee, Hong Yoon Ho, Choi Seok-jin, Ahn Sohyun, Park Kee-hong, Shin Je-young, Sung Jung-joon",674-680,Article,"Journal of Neurology, Neurosurgery and Psychiatry",01-Jun-19,,1,1,0,1
2632,"Comparison of stone-free rates following shock wave lithotripsy, percutaneous nephrolithotomy, and retrograde intrarenal surgery for treatment of renal stones: A systematic review and network meta-analysis",0,Lee J.Y.,Public Library of Science,"Chung Doo-yong, Kang Dong-hyuk, Cho Kang-soo, Jeong Won-sik, Jung Hae-do, Kwon Jong Kyou, Lee Seon-heui, Lee Joo-yong",e0211316,Article,PLoS ONEOpen Access,Feb-19,,1,1,0,1
2633,Does an alternative sunitinib dosing schedule really improve survival outcomes over a conventional dosing schedule in patients with metastatic renal cell carcinoma? An updated systematic review and meta-analysis,0,Cho K.S.,MDPI AG,"Chung Doo-yong, Kang Dong-hyuk, Kim Jong-won, Kim Do-kyung, Lee Joo-yong, Hong Chang-hee, Cho Kang-su",1830,Article,CancersOpen Access,Dec-19,,1,0,0,1
2634,0,0,0,0,0,0,0,0,0,,0,0,1,1
2635,0,0,0,0,0,0,0,0,0,,0,0,1,1
2636,Adipose-derived mesenchymal stem cells regenerate radioiodine-induced salivary gland damage in a murine model,0,Choi J.-S.,Nature Publishing Group,"Kim Ji-won, Kim Jeong-mi, Choi Mi-eun, Kim Seok-ki, Kim Young-mo, Choi Jeong-seok",15752,Article,Scientific ReportsOpen Access,01-Dec-19,,1,1,0,1
2637,Association between salivary secretary function and laryngopharyngeal reflux: a prospective study,0,Kim Y.-M.,Mosby Inc.,"Kim Ji-won, Kim Hong-ju, Park Ki-ik, Kim Young-mo, Choi Jeong-seok",615-620.e1,Article,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",Dec-19,,1,1,0,1
2638,Does salivary function decrease in proportion to radioiodine dose?,0,Choi J.-S.,John Wiley and Sons Inc.,"Kim Ji-won, Kim Jeong-mi, Choi Mi-eun, Kim Seok-ki, Kim Young-mo, Choi Jeong-seok",2019,Article,Laryngoscope,2019,,1,1,0,1
2639,Fucoidan attenuates radioiodine-induced salivary gland dysfunction in mice,0,Choi J.-S.,BioMed Central Ltd.,"Kim Young-mo, Kim Jeong-mi, Kim Ji-won, Choi Mi-eun, Kim Seok-ki, Choi Jeong-seok",198,Article,BMC Oral HealthOpen Access,30-Aug-19,,1,1,0,1
2640,Tongue base varix as a source of oral bleeding: A case report,0,This record is sourced from MEDLINE/PubMed a database of the U.S. National Library of Medicine,NLM (Medline),"Kim Young-mo, Kim Ji-won, Park In-suh, Choi Jeong-seok",e16987,Article,MedicineOpen Access,01-Oct-19,,1,1,0,1
2641,Protective effects of curcumin on radioiodine-induced salivary gland dysfunction in mice,0,Choi J.-S.,John Wiley and Sons Ltd,"Kim Jeong-mi, Kim Ji-won, Choi Mi-eun, Kim Seok-ki, Kim Young-mo, Choi Jeong-seok",674-681,Article,Journal of Tissue Engineering and Regenerative Medicine,Apr-19,,1,1,0,1
2642,0,0,0,0,0,0,0,0,0,,0,0,1,1
2643,0,0,0,0,0,0,0,0,0,,0,0,1,1
2644,0,0,0,0,0,0,0,0,0,,0,0,1,1
2645,Big-Data Based Real-Time Interactive Growth Management System in Wireless Communications,0,Park R.C.,Springer New York LLC,"Kim Jonghun, Jang Heetae, Kim Jong-tak, Pan Hee-jun, Park Roy C.",655-671,Article,Wireless Personal Communications,30-Mar-19,,1,1,0,1
2646,0,0,0,CRC Press/Balkema,0,0,Conference Paper,0,0,,0,1,1,1
2647,Activity-based nutrition management model for healthcare using similar group analysis,0,Kim J.,IOS Press,"Chung Kyungyong, Kim Jonghun",473-485,Article,Technology and Health Care,2019,,1,1,0,1
2648,Cloud-based ontology context mining using deep learning in healthcare,0,Jung H.,Blue Eyes Intelligence Engineering and Sciences Publication,"Baek Ji-won, Chung Kyungyong, Kim Jonghun, Jung Hoill",296-300,Article,International Journal of Innovative Technology and Exploring Engineering,Jun-19,,1,0,0,1
2649,Cultural differences on the recognition of social word AAC graphic symbols between Korean and American Undergraduate Students,0,Kim Y.T.,Korean Academy of Speech-Language Pathology and Audiology,"Kang Rowon, Kim Young-tae, Yeon Seokjeong",71-86,Article,Communication Sciences and Disorders,01-Mar-19,,1,1,0,1
2650,0,0,0,0,0,0,0,0,0,,0,0,1,1
2651,Au-doped PtCo/C catalyst preventing Co leaching for proton exchange membrane fuel cells,0,Ham H.C.,Elsevier B.V.,"Choi Juhyuk, Cho Jinwon, Roh Chi Woo, Kim Beom-sik, Choi Min-suk, Jeong Hojin, Ham Hyungchul, Lee Hyunjoo",142-149,Article,Applied Catalysis B: Environmental,15-Jun-19,,1,1,0,1
2652,0,0,0,0,0,0,0,0,0,,0,1,0,1
2653,Combined experimental and density functional theory (DFT) studies on the catalyst design for the oxidative coupling of methane,0,Ham H.C.,Academic Press Inc.,"Lim Seoyeon, Choi J. W., Suh Dong-jin, Song Kyoung-ho, Ham Hyungchul, Ha Jeong-Myeong",478-492,Article,Journal of Catalysis,Jul-19,,1,1,0,1
2654,Promoting effect of H2O over macroporous Ce-Zr catalysts in soot oxidation,0,Lee K.-Y.,Elsevier B.V.,"Sun Park Chung, Lee Minwoo, Lee Jae-hwan, Jeong Eun-jin, Lee Seong-ho, Choung Jong-hyun, Kim Chang Hwan, Ham Hyungchul, Lee Kwan Young",110416,Article,Molecular Catalysis,Sep-19,,1,1,0,1
2655,High-performance corrosion-resistant fluorine-doped tin oxide as an alternative to carbon support in electrodes for PEM fuel cells,0,Kim J.Y.,Elsevier Ltd,"Kim Jong-min, Lee Yeojin, Kim Seung-hoon, Chae Keun Hwa, Yoon Ki-ro, Lee Kyung-ah, Byeon Ayeong, Kang Yun-sik, Park Heeyoung, Cho Min-kyung, Ham Hyungchul, Kim Jin-young",104008,Article,Nano Energy,Nov-19,,1,1,0,1
2656,Study on LiI and KI with low melting temperature for electrolyte replenishment in molten carbonate fuel cells,0,Yoon S.P.,Elsevier Ltd,"Bae Jae-kwan, Kim Hyun-woo, Accardo Grazia, Kim Ghun Sik, Ham Hyungchul, Jang Seong-cheol, Cho Yongsoo, Yoon Sung-pil",25930-25938,Article,International Journal of Hydrogen Energy,04-Oct-19,,1,1,0,1
2657,Effect of oxidation on the Al-foam reinforced matrix for molten carbonate fuel cells,0,Yoon S.P.,Elsevier Ltd,"Kim Hyun-woo, Bae Jae-kwan, Kang Min-goo, Jang Seong-cheol, Ham Hyungchul, Yoon Sung-pil, Choi Heonjin",22210-22217,Article,International Journal of Hydrogen Energy,13-Aug-19,,1,1,0,1
2658,0,0,0,0,0,0,0,0,0,,0,1,0,1
2659,Improved catalytic activity under internal reforming solid oxide fuel cell over new rhodium-doped perovskite catalyst,0,Yoon S.P.,Elsevier B.V.,"Kim Ghun Sik, Lee Byung-yong, Accardo Grazia, Ham Hyungchul, Moon Jooho, Yoon Sung-pil",305-315,Article,Journal of Power Sources,31-May-19,,1,1,0,1
2660,Optimized lithium-doped ceramic electrolytes and their use in fabrication of an electrolyte-supported solid oxide fuel cell,0,Yoon S.P.,Elsevier Ltd,"Accardo Grazia, Kim Ghun Sik, Ham Hyungchul, Yoon Sung-pil",12138-12150,Article,International Journal of Hydrogen Energy,03-May-19,,1,1,0,1
2661,0,0,0,0,0,0,0,0,0,,0,1,0,1
2662,"Importance of Exsolution in Transition-Metal (Co, Rh, and Ir)-Doped LaCrO3 Perovskite Catalysts for Boosting Dry Reforming of CH4 Using CO2 for Hydrogen Production",0,Lee K.B.,American Chemical Society,"Oh Joohyeng, Kwon Byeong Wan, Cho Jinwon, Lee Chan Hyun, Kim Minkyeong, Choi Sun-hee, Yoon Sung-pil, Han Jonghee, Nam Suk Woo, Kim Jin-young, Jang Seungsoon, Lee Kibong, Ham Hyungchul",6385-6393,Article,Industrial and Engineering Chemistry Research,24-Apr-19,,1,1,0,1
2663,Electrocatalytic glycerol oxidation enabled by surface plasmon polariton-induced hot carriers in Kretschmann configuration,0,Kim D.H.,Royal Society of Chemistry,"Chung Kyungwha, Zhu Xingzhong, Zhuo Xiaolu, Jang Yujin, Choi Chi Hun, Lee June-sang, Kim Seung-hoon, Kim Minju, Kim Kiheung, Kim Donghyun, Ham Hyungchul, Baba Akira, Wang Jianfang, Kim Dong-ha",23234-23240,Article,Nanoscale,28-Dec-19,,1,1,0,1
2664,"Marine-derived natural polymer-based bioprinting ink for biocompatible, durable, and controllable 3D constructs",0,Cho D.-W.,Institute of Physics Publishing,"Park Tae-yoon, Yang Yun-jung, Ha Dongheon, Cho Dongwoo, Cha Hyungjoon",35001,Article,Biofabrication,2019,,1,1,0,1
2665,Novel In Silico Analyses of Repetitive Spider Silk Sequences to Understand the Evolution and Mechanical Properties of Fibrous Protein Materials,0,Cha H.J.,Wiley-VCH Verlag,"Jung Dooyup, Yang Yun-jung, Cha Hyungjoon",1900138,Article,Biotechnology Journal,01-Oct-19,,1,1,0,1
2666,0,0,0,0,0,0,0,0,0,,0,1,0,1
2667,Analysis on New Read Disturbance Induced by Hot Carrier Injections in 3-D Channel-Stacked NAND Flash Memory,0,Park B.-G.,Institute of Electrical and Electronics Engineers Inc.,"Kwon Daewoong, Kim Do-bin, Lee Junil, Kim Sihyun, Lee Ryoongbin, Lee Jongho, Park Byung Gook",3326-3330,Article,IEEE Transactions on Electron Devices,Article number 8738845,,1,1,0,1
2668,Investigation of transient current characteristics with scaling-down poly-Si body thickness and grain size of 3D NAND flash memory,0,Copyright 2019 Elsevier B.V. All rights reserved.,Elsevier Ltd,"Lee Sang-ho, Kwon Daewoong, Kim Seunghyun, Baek Myung-hyun, Lee Sungbok, Kang Jinkyu, Jang Woojae, Park Byung Gook",41-45,Review,Solid-State Electronics,Feb-19,,1,1,0,1
2669,Spatially resolved steady-state negative capacitance,0,Salahuddin S.,Nature Publishing Group,"Yadav Ajay Kumar, Nguyen Kayla X., Hong Zijian, García-Fernández Pablo, Aguado-Puente Pablo, Nelson Christopher T., Das Sujit, Prasad Bhagwati, Kwon Daewoong, Cheema Suraj S., Khan Asif Islam, Hu Chenmingcalvin, Íñiguez Jorge, Junquera Javier, Chen Longqing, Muller David A., Ramesh Rammamoorthy, Salahuddin Sayeef",468-471,Article,Nature,24-Jan-19,,1,1,0,1
2670,0,0,0,0,0,0,0,0,0,,0,1,0,1
2671,0,0,0,0,0,0,0,0,0,,0,1,0,1
2672,Anomalously Beneficial Gate-Length Scaling Trend of Negative Capacitance Transistors,0,Liao Y.-H.,Institute of Electrical and Electronics Engineers Inc.,"Liao Yuhung, Kwon Daewoong, Lin Yen Kai, Tan Ava J., Hu Chenmingcalvin, Salahuddin Sayeef",1860-1863,Article,IEEE Electron Device Letters,Article number 8835063,,1,1,0,1
2673,0,0,0,0,0,0,0,0,0,,0,1,0,1
2674,Morphological and compositional progress in halide perovskite solar cells,0,Hagfeldt A.,Royal Society of Chemistry,"Kim Hui-seon, Hagfeldt Anders, Park Nam-gyu",1192-1200,Article,Chemical Communications,2019,,1,1,0,1
2675,Photoinduced Lattice Symmetry Enhancement in Mixed Hybrid Perovskites and Its Beneficial Effect on the Recombination Behavior,0,Kim H.-S.,Wiley-VCH Verlag,"Kim Hui-seon, Hagfeldt Anders",1801512,Article,Advanced Optical Materials,03-May-19,,1,1,0,1
2676,"Design, synthesis and characterization of 1,8-naphthalimide based fullerene derivative as electron transport material for inverted perovskite solar cells",0,Nogueira A.F.,Elsevier Ltd,"Sivakumar Gangala, Bertoni Alden Hermsdorff, Kim Hui-seon, Marchezi Paulo Ernesto, Bernardo Douglas Rosa, Hagfeldt Anders, Grätzel M., Zakeeruddin Shaik Mohammed, Nogueira Ana Flavia",25-30,Article,Synthetic Metals,Mar-19,,1,1,0,1
2677,Power output stabilizing feature in perovskite solar cells at operating condition: Selective contact-dependent charge recombination dynamics,0,Kim H.-S.,Elsevier Ltd,"Kim Hui-seon, Seo Ji Youn, Ak&#305;n Se&#231;k&#304;n &#304;., Simon Elfriede, Fleischer Maximilian M., Zakeeruddin Shaik Mohammed, Grӓtzel Michael, Hagfeldt Anders",126-131,Article,Nano Energy,Jul-19,,1,1,0,1
2678,0,0,0,0,0,0,0,0,0,,0,0,1,1
2679,0,0,0,0,0,0,0,0,0,,0,0,1,1
2680,0,0,0,0,0,0,0,0,0,,0,0,1,1
2681,0,0,0,0,0,0,0,0,0,,0,0,1,1
2682,0,0,0,0,0,0,0,0,0,,0,0,1,1
2683,New approaches for cancer immunotherapy,0,Avci C.B.,Kluwer Academic Publishers,"Karlitepe Ayfer, Ozalp Ozgun, Biray Avc? ????r",4075-4078,Article,Tumor BiologyOpen Access,11-Jun-15,,1,1,1,1
2684,Mechanisms Controlling PD-L1 Expression in Cancer,0,Hung M.-C.,Cell Press,"Cha Jong-ho, Chan Li Chuan, Li Chiawei, Hsu Jennifer L., Hung Mienchie",359-370,Review,Molecular Cell,07-Nov-19,,1,1,0,1
2685,IL-6/JAK1 pathway drives PD-L1 Y112 phosphorylation to promote cancer immune evasion,0,Hung M.-C.,American Society for Clinical Investigation,"Chan Li Chuan, Li Chiawei, Xia Weiya, Hsu Jungmao, Lee Henghuan, Cha Jong-ho, Wang Hungling, Yang Wenhao, Yen Er Yen, Chang Weichao, Zha Zhengyu, Lim Seung Oe, Lai Yunju, Liu Chunxiao, Liu Jielin, Dong Qiongzhu, Yang Yi, Sun Linlin, Wei Yongkun, Nie Lei, Hsu Jennifer L., Li Hui, Ye Qinghai, Hassan Manal M., Amin Hesham M., Kaseb Ahmed Omar, Lin Xin, Wang Shaochun, Hung Mienchie",3324-3338,Article,Journal of Clinical Investigation,01-Aug-19,,1,1,0,1
2686,Two-step multiscale homogenization for mechanical behaviour of polymeric nanocomposites with nanoparticulate agglomerations,0,Cho M.,Elsevier Ltd,"Baek Kyungmin, Shin Hyunseong, Yoo Taewoo, Cho Maenghyo",97-105,Article,Composites Science and Technology,28-Jul-19,,1,1,0,1
2687,An efficient multiscale homogenization modeling approach to describe hyperelastic behavior of polymer nanocomposites,0,Cho M.,Elsevier Ltd,"Shin Hyunseong, Choi Joonmyung, Cho Maenghyo",128-134,Article,Composites Science and Technology,03-May-19,,1,1,0,1
2688,Molecular dynamics simulation and finite element analysis on mechanical behavior of oxygen functionalized graphene/polymer nanocomposites,0,Yang S.,Korean Society of Mechanical Engineers,"Yang Seunghwa, Shin Hyunseong, Cho Maenghyo",307-314,Article,Journal of Mechanical Science and Technology,01-Jan-19,,1,1,1,1
2689,Ion Conducting ROMP Monomers Based on (Oxa)norbornenes with Pendant Imidazolium Salts Connected via Oligo(oxyethylene) Units and with Oligo(ethyleneoxy) Terminal Moieties,0,Gibson H.W.,American Chemical Society,"Price Terry L., Choi U. Hyeok, Schoonover Daniel V., Arunachalam Murugan, Xie Renxuan, Lyle Steven J., Colby Ralph H., Gibson Harry W.",1371-1388,Article,Macromolecules,26-Feb-19,,1,1,0,1
2690,Studies of Ion Conductance in Polymers Derived from Norbornene Imidazolium Salts Containing Ethyleneoxy Moieties,0,Gibson H.W.,American Chemical Society,"Price Terry L., Choi U. Hyeok, Schoonover Daniel V., Wang Dong, Heflin Randy, Xie Renxuan, Colby Ralph H., Gibson Harry W.",1389-1399,Article,Macromolecules,26-Feb-19,,1,1,0,1
2691,Effect of chain flexibility on cell adhesion: Semi-flexible model-based analysis of cell adhesion to hydrogels,0,Kim S.-H.,Nature Publishing Group,"Lee Jooyoung, Song Boa, Subbiah Ramesh, Chung Justin Jihong, Choi U. Hyeok, Park Kwideok, Kim Sang-heon, Oh Seung-ja",2463,Article,Scientific ReportsOpen Access,01-Dec-19,,1,1,0,1
2692,Effect of Poly(ethylene glycol) Crystallization on Ionic Conduction and Dielectric Response of Imidazolium-Based Copolyester Ionomers,0,Choi U.H.,American Chemical Society,"Lee Minjae, Kwon Yong-ku, Kim Jehan, Choi U. Hyeok",2314-2328,Article,Macromolecules,26-Mar-19,,1,1,0,1
2693,Ion-Dipole-Interaction-Driven Complexation of Polyethers with Polyviologen-Based Single-Ion Conductors,0,Choi U.H.,American Chemical Society,"Lee Minjae, Gibson Harry W., Kim Taehoon, Colby Ralph H., Choi U. Hyeok",4240-4250,Article,Macromolecules,11-Jun-19,,1,1,0,1
2694,Effects of pyridine and pyrrole moieties on supercapacitive properties of imine-rich nitrogen-doped graphene,0,Chang D.W.,Elsevier Ltd,"Lee Min-seok, Whang Dongryeol, Song Yeon-hwa, Kim Jun-tae, Yang Mun-ho, Choi U. Hyeok, Chang Dongwook",915-923,Article,Carbon,Nov-19,,1,1,0,1
2695,Characterization of a Soft Pressure Sensor on the Basis of Ionic Liquid Concentration and Thickness of the Piezoresistive Layer,0,Lee K.-C.,Institute of Electrical and Electronics Engineers Inc.,"Emon Md Omar Faruk, Lee Jeongwoo, Choi U. Hyeok, Kim Dahye, Lee Kyungchang, Choi Jae-won",6076-6084,Article,IEEE Sensors Journal,Article number 8695713,,1,1,0,1
2696,"Organic Ionic Crystals: Solid-Phase Structure and Thermal Properties of Dicationic α,ω-Bis[N,N′-(4-alkylpyridinium)]alkane Hexafluorophosphate Salts",0,Lee M.,Wiley-VCH Verlag,"Chae Hyunho, Lee A-reum, Yoon Minyoung, Choi U. Hyeok, Park Gyungse, Lee Minjae",1718-1725,Article,Asian Journal of Organic Chemistry,01-Sep-19,,1,1,0,1
2697,The role of inorganic nanoparticle on ion conduction of epoxy-based solid polymer electrolytes for lithium-ion batteries,0,Choi U.H.,Taylor and Francis Inc.,"Song Yeon-hwa, Handayani Puji Lestari, Choi U. Hyeok",105-112,Article,Molecular Crystals and Liquid Crystals,03-Jul-19,,1,1,0,1
2698,Synthesis and Characterization of Silica Aerogel-Polymer Hybrid Materials,0,Choi U.H.,Taylor and Francis Inc.,"Jung Ho-kyun, Jung Byungmun, Choi U. Hyeok",97-104,Article,Molecular Crystals and Liquid Crystals,03-Jul-19,,1,1,0,1
2699,Highly Flexible and Stable Solid-State Supercapacitors Based on a Homogeneous Thin Ion Gel Polymer Electrolyte Using a Poly(dimethylsiloxane) Stamp,0,Choi U.H.,American Chemical Society,"Lee Dawoon, Song Yeon-hwa, Choi U. Hyeok, Kim Jaekyun",42221-42232,Article,ACS Applied Materials and Interfaces,13-Nov-19,,1,1,0,1
2700,A model predictive control strategy to optimize the performance of radiant floor heating and cooling systems in office buildings,0,Karava P.,Elsevier Ltd,"Joe Jaewan, Karava Panagiota",65-77,Article,Applied Energy,01-Jul-19,,1,1,0,1
2701,Implementation of a self-tuned HVAC controller to satisfy occupant thermal preferences and optimize energy use,0,Karava P.,Elsevier Ltd,"Lee Seungjae, Joe Jaewan, Karava Panagiota, Bilionis Ilias, Tzempelikos Athanasios",301-316,Article,Energy and Buildings,01-Jul-19,,1,1,0,1
2702,Neuronal dynamics in HfOx/AlOy-based homeothermic synaptic memristors with low-power and homogeneous resistive switching,0,Chang Y.-F.,Royal Society of Chemistry,"Kim Sungjun, Chen Jia, Chen Yingchen, Kim Min-hwi, Kim Hyungjin Dong, Kwon Min-woo, Hwang Sungmin, Ismail Muhammad, Li Yi, Miao Xiangshui, Chang Yao Feng, Park Byung Gook",237-245,Article,Nanoscale,07-Jan-19,,1,1,0,1
2703,Online Supervised Learning for Hardware-Based Multilayer Spiking Neural Networks Through the Modulation of Weight-Dependent Spike-Timing-Dependent Plasticity,0,Zheng N.,Institute of Electrical and Electronics Engineers Inc.,"Zheng Nan, Mazumder Pinaki",4287-4302,Article,IEEE Transactions on Neural Networks and Learning Systems,Article number 8093769,,1,1,0,1
2704,Grain boundary induced short-term memory effect in fully depleted thin-polysilicon devices,0,Copyright 2019 Elsevier B.V. All rights reserved.,Institute of Physics Publishing,"Baek Myung-hyun, Jang Taejin, Kim Hyungjin Dong, Park Jungjin, Kwon Min-woo, Hwang Sungmin, Kim Suhyeon, Lee Jeong-jun, Park Byung Gook",101004,Article,Japanese Journal of Applied Physics,2019,,1,1,0,1
2705,Adversarial Learning With Knowledge of Image Classification for Improving GANs,0,Bae S.-H.,Institute of Electrical and Electronics Engineers Inc.,"Baek Jae-yong, Yoo Yong-sang, Bae Seung-hwan",56591-56605,Article,IEEE AccessOpen Access,Article number 8701425,,1,1,0,1
2706,Survey of amplitude-aided multi-target tracking methods,0,Bae S.-H.,Institution of Engineering and Technology,Bae Seung-hwan,243-253,Review,"IET Radar, Sonar and Navigation",01-Feb-19,,1,1,0,1
2707,Tracing nitrogen sources fueling coastal green tides off a volcanic island using radon and nitrogen isotopic tracers,0,Kim G.,Elsevier B.V.,"Cho Hyung-mi, Kim Guebuem, Shin Kyung Hoon",913-919,Article,Science of the Total Environment,15-May-19,,1,1,0,1
